2018/5/25,-1374432,-1374432,0,0
2018/5/28,3100808,3100808,0,0
2018/5/29,6353879,6353879,0,0
2018/5/30,-4189645,-4189645,0,0
2018/5/31,-2795166,-2795166,0,0
2018/6/1,-1293931,-1293931,0,0
2018/6/4,1661474,1661474,0,0
2018/6/5,1522713,1522713,0,0
2018/6/6,-3667263,-3667263,0,0
2018/6/7,-1096580,-1096580,0,0
2018/6/8,-2307043,-2307043,0,0
2018/6/11,-5461623,-5461623,0,0
2018/6/12,-4455092,-4455092,0,0
2018/6/13,-1337770,-1337770,0,0
2018/6/14,-5095646,-5095646,0,0
2018/6/15,-5917029,-5917029,0,0
2018/6/19,-191912,-191912,0,0
2018/6/20,-12972299,-12972299,0,0
2018/6/21,-11315260,-11315260,0,0
2018/6/22,-16873990,-16873990,0,0
2018/6/25,-12593882,-12593882,0,0
2018/6/26,-12771601,-12771601,0,0
2018/6/27,-10372725,-10372725,0,0
2018/6/28,-13423396,-13423396,0,0
2018/6/29,-10930882,-10930882,0,0
2018/7/2,-7548738,-7548738,0,0
2018/7/3,-4896640,-4896640,0,0
2018/7/4,-4424375,-4424375,0,0
2018/7/5,-6445760,-6445760,0,0
2018/7/6,-4397541,-4397541,0,0
2018/7/9,-6814908,-6814908,0,0
2018/7/10,-4682296,-4682296,0,0
2018/7/11,-3196585,-3196585,0,0
2018/7/12,-5095298,-5095298,0,0
2018/7/13,-2008167,-2008167,0,0
2018/7/16,-705798,-705798,0,0
2018/7/17,-6875242,-6875242,0,0
2018/7/18,-14826535,-14826535,0,0
2018/7/19,-13538957,-13538957,0,0
2018/7/20,-12659549,-12659549,0,0
2018/7/23,-8777234,-8777234,0,0
2018/7/24,-5029369,-5029369,0,0
2018/7/25,-6719297,-6719297,0,0
2018/7/26,-6426449,-6426449,0,0
2018/7/27,-10737994,-10737994,0,0
2018/7/30,-11348390,-11348390,0,0
2018/7/31,-11834505,-11834505,0,0
2018/8/1,-11957791,-11957791,0,0
2018/8/2,-11114058,-11114058,0,0
2018/8/3,-12869111,-12869111,0,0
2018/8/6,-11290033,-11290033,0,0
2018/8/7,-13430471,-13430471,0,0
2018/8/8,-15329435,-15329435,0,0
2018/8/9,-11633100,-11633100,0,0
2018/8/10,-11495569,-11495569,0,0
2018/8/13,-14845116,-14845116,0,0
2018/8/14,-14824885,-14824885,0,0
2018/8/15,-11613731,-11613731,0,0
2018/8/16,-16980858,-16980858,0,0
2018/8/17,-13076418,-13076418,0,0
2018/8/20,-16153699,-16153699,0,0
2018/8/21,-14856825,-14856825,0,0
2018/8/22,-8528419,-8528419,0,0
2018/8/23,-4580359,-4580359,0,0
2018/8/24,-3218361,-3218361,0,0
2018/8/27,-5355740,-5355740,0,0
2018/8/28,-4323918,-4323918,0,0
2018/8/29,-2649504,-2649504,0,0
2018/8/30,493,493,0,0
2018/8/31,2354955,2354955,0,0
2018/9/3,-2069407,-2069407,0,0
2018/9/4,-1911377,-1911377,0,0
2018/9/5,-4095390,-4095390,0,0
2018/9/6,-5916936,-5916936,0,0
2018/9/7,-8545181,-8545181,0,0
2018/9/10,-10316973,-10316973,0,0
2018/9/11,-8512196,-8512196,0,0
2018/9/12,-7674252,-7674252,0,0
2018/9/13,-5006543,-5006543,0,0
2018/9/14,-2211746,-2211746,0,0
2018/9/17,499687,499687,0,0
2018/9/18,-7272111,-7272111,0,0
2018/9/19,-5833185,-5833185,0,0
2018/9/20,-6815986,-6815986,0,0
2018/9/21,-1806015,-1806015,0,0
2018/9/25,-1050742,-1050742,0,0
2018/9/26,-247851,-247851,0,0
2018/9/27,266134,266134,0,0
2018/9/28,659311,659311,0,0
2018/10/1,3273381,3273381,0,0
2018/10/2,-1100477,-1100477,0,0
2018/10/3,-7534998,-7534998,0,0
2018/10/4,-3185499,-3185499,0,0
2018/10/5,-2368150,-2368150,0,0
2018/10/8,-1894941,-1894941,0,0
2018/10/9,-1295213,-1295213,0,0
2018/10/11,9778886,9778886,0,0
2018/10/12,9715896,9715896,0,0
2018/10/15,6884467,6884467,0,0
2018/10/16,7703671,7703671,0,0
2018/10/17,262970,262970,0,0
2018/10/18,-556193,-556193,0,0
2018/10/19,305788,305788,0,0
2018/10/22,2857105,2857105,0,0
2018/10/23,2673460,2673460,0,0
2018/10/24,-487418,-487418,0,0
2018/10/25,-1623579,-1623579,0,0
2018/10/26,1479597,1479597,0,0
2018/10/29,630058,630058,0,0
2018/10/30,-1013958,-1013958,0,0
2018/10/31,256066,256066,0,0
2018/11/1,2339800,2339800,0,0
2018/11/2,1324319,1324319,0,0
2018/11/5,5337890,5337890,0,0
2018/11/6,4850751,4850751,0,0
2018/11/7,3098750,3098750,0,0
2018/11/8,7620314,7620314,0,0
2018/11/9,7123203,7123203,0,0
2018/11/12,2758175,2758175,0,0
2018/11/13,3246167,3246167,0,0
2018/11/14,4804578,4804578,0,0
2018/11/15,5649498,5649498,0,0
2018/11/16,5052219,5052219,0,0
2018/11/19,4097083,4097083,0,0
2018/11/20,3599434,3599434,0,0
2018/11/21,1743391,1743391,0,0
2018/11/22,1680596,1680596,0,0
2018/11/23,-1595806,-1595806,0,0
2018/11/26,-729152,-729152,0,0
2018/11/27,7010026,7010026,0,0
2018/11/28,4271814,4271814,0,0
2018/11/29,1440418,1440418,0,0
2018/11/30,4929470,4929470,0,0
2018/12/3,2662226,2662226,0,0
2018/12/4,6563578,6563578,0,0
2018/12/5,2468216,2468216,0,0
2018/12/6,2311877,2311877,0,0
2018/12/7,1945875,1945875,0,0
2018/12/10,-1297651,-1297651,0,0
2018/12/11,2454645,2454645,0,0
2018/12/12,3872061,3872061,0,0
2018/12/13,3767026,3767026,0,0
2018/12/14,4970088,4970088,0,0
2018/12/17,494825,494825,0,0
2018/12/18,1361197,1361197,0,0
2018/12/19,3741256,3741256,0,0
2018/12/20,3399852,3399852,0,0
2018/12/21,5265871,5265871,0,0
2018/12/22,5140281,5140281,0,0
2018/12/24,5099446,5099446,0,0
2018/12/25,8038757,8038757,0,0
2018/12/26,4203224,4203224,0,0
2018/12/27,3059060,3059060,0,0
2018/12/28,2347991,2347991,0,0
2019/1/2,6434892,6434892,0,0
2019/1/3,7477576,7477576,0,0
2019/1/4,6032331,6032331,0,0
2019/1/7,8014989,8014989,0,0
2019/1/8,4161055,4161055,0,0
2019/1/9,7055749,7055749,0,0
2019/1/10,5130643,5130643,0,0
2019/1/11,1660002,1660002,0,0
2019/1/14,5640892,5640892,0,0
2019/1/15,1120208,1120208,0,0
2019/1/16,-2997407,-2997407,0,0
2019/1/17,-5467555,-5467555,0,0
2019/1/18,-2444797,-2444797,0,0
2019/1/21,-2995979,-2995979,0,0
2019/1/22,-507801,-507801,0,0
2019/1/23,300854,300854,0,0
2019/1/24,2614881,2614881,0,0
2019/1/25,-3043692,-3043692,0,0
2019/1/28,-2340237,-2340237,0,0
2019/1/29,1274302,1274302,0,0
2019/1/30,-433611,-433611,0,0
2019/2/11,490926,490926,0,0
2019/2/12,3703745,3703745,0,0
2019/2/13,8041902,8041902,0,0
2019/2/14,4403080,4403080,0,0
2019/2/15,3360072,3360072,0,0
2019/2/18,3116686,3116686,0,0
2019/2/19,7625456,7625456,0,0
2019/2/20,-3931801,-3931801,0,0
2019/2/21,-1089178,-1089178,0,0
2019/2/22,2334618,2334618,0,0
2019/2/25,1015154,1015154,0,0
2019/2/26,2453459,2453459,0,0
2019/2/27,361152,361152,0,0
2019/3/4,5618046,5618046,0,0
2019/3/5,4317435,4317435,0,0
2019/3/6,1559609,1559609,0,0
2019/3/7,-274647,-274647,0,0
2019/3/8,-690086,-690086,0,0
2019/3/11,1146702,1146702,0,0
2019/3/12,2008195,2008195,0,0
